Text,Speaker,Episode,Season,Show,sentiment_score,sentiment_label,mapped,bracket,accumulative_sentiment,average_sentiment
 But do you understand why I had to kill him?,NED,e1-Winter is Coming,season-01,Game-of-Thrones,2.6865036487579346,NEGATIVE,ned,,3.634886786341667,0.0
 The man who passes the sentence should swing the sword.,NED,e1-Winter is Coming,season-01,Game-of-Thrones,0.4558565318584442,NEGATIVE,ned,,3.179030254483223,-0.09090909090909091
 The White Walkers have been gone for thousands of years.,NED,e1-Winter is Coming,season-01,Game-of-Thrones,1.0544191598892212,NEGATIVE,ned,,2.1246110945940018,-0.16666666666666666
 A madman sees what he sees.,NED,e1-Winter is Coming,season-01,Game-of-Thrones,1.750253200531006,POSITIVE,ned,,3.8748642951250076,-0.07692307692307693
 There are no mountain lions in these woods.,NED,e1-Winter is Coming,season-01,Game-of-Thrones,1.170439600944519,NEGATIVE,ned,,2.7044246941804886,-0.14285714285714285
 It’s a direwolf.,NED,e1-Winter is Coming,season-01,Game-of-Thrones,1.178719401359558,NEGATIVE,ned,,1.5257052928209305,-0.2
 Tough old beast.,NED,e1-Winter is Coming,season-01,Game-of-Thrones,1.3687714338302612,NEGATIVE,ned,,0.15693385899066925,-0.25
 Better a quick death. They won’t last without their mother.,NED,e1-Winter is Coming,season-01,Game-of-Thrones,1.861277461051941,NEGATIVE,ned,,-1.7043436020612717,-0.29411764705882354
" I’m sorry, Bran.",NED,e1-Winter is Coming,season-01,Game-of-Thrones,4.05535888671875,NEGATIVE,ned,,-5.759702488780022,-0.3333333333333333
" You will train them yourselves. You will feed them yourselves. And if they die, you will bury them yourselves.",NED,e1-Winter is Coming,season-01,Game-of-Thrones,1.970382809638977,POSITIVE,ned,,-3.7893196791410446,-0.2631578947368421
 You have five northern children. You’re not an outsider.,NED,e1-Winter is Coming,season-01,Game-of-Thrones,3.4486289024353027,POSITIVE,ned,,-0.3406907767057419,-0.2
 It’s your gods with all the rules.,NED,e1-Winter is Coming,season-01,Game-of-Thrones,3.687363862991333,POSITIVE,ned,,3.346673086285591,-0.14285714285714285
 Tell me.,NED,e1-Winter is Coming,season-01,Game-of-Thrones,1.957653880119324,POSITIVE,ned,,5.304326966404915,-0.09090909090909091
 Your sister. The boy …,NED,e1-Winter is Coming,season-01,Game-of-Thrones,2.325479030609131,POSITIVE,ned,,7.629805997014046,-0.043478260869565216
" He’s coming this far North, there’s only one thing he’s after.",NED,e1-Winter is Coming,season-01,Game-of-Thrones,3.551674127578736,NEGATIVE,ned,,4.07813186943531,-0.08333333333333333
 We’ve brought up eight barrels of ale from the cellar. Perhaps we’ll find out.,LUWIN,e1-Winter is Coming,season-01,Game-of-Thrones,2.329749822616577,NEGATIVE,luwin,,-2.329749822616577,-1.0
" Hey,, hey, hey, hey. What are you doing with that on? [Pulls off ARYA’s helm]",NED,e1-Winter is Coming,season-01,Game-of-Thrones,0.3191090822219848,NEGATIVE,ned,,3.7590227872133255,-0.12
 Your Grace.,NED,e1-Winter is Coming,season-01,Game-of-Thrones,4.572968482971191,POSITIVE,ned,,8.331991270184517,-0.07692307692307693
" Guarding the North for you, Your Grace. Winterfell is yours.",NED,e1-Winter is Coming,season-01,Game-of-Thrones,3.439631700515747,POSITIVE,ned,,11.771622970700264,-0.037037037037037035
 My queen.,NED,e1-Winter is Coming,season-01,Game-of-Thrones,2.9471116065979004,POSITIVE,ned,,14.718734577298164,0.0
 Tell me about Jon Arryn.,NED,e1-Winter is Coming,season-01,Game-of-Thrones,2.81754994392395,POSITIVE,ned,,17.536284521222115,0.034482758620689655
 We both did.,NED,e1-Winter is Coming,season-01,Game-of-Thrones,3.831416368484497,POSITIVE,ned,,21.36770088970661,0.06666666666666667
 Aye.,NED,e1-Winter is Coming,season-01,Game-of-Thrones,3.350837469100952,POSITIVE,ned,,24.718538358807564,0.0967741935483871
 I’m not worthy of the honor.,NED,e1-Winter is Coming,season-01,Game-of-Thrones,4.707183837890625,NEGATIVE,ned,,20.01135452091694,0.0625
 Did you hear the king’s in Winterfell?,ROS,e1-Winter is Coming,season-01,Game-of-Thrones,1.618251085281372,NEGATIVE,ros,,-1.618251085281372,-1.0
 And the queen. And her twin brother. They say that he is the most handsome man in the Seven Kingdoms.,ROS,e1-Winter is Coming,season-01,Game-of-Thrones,4.139533996582031,POSITIVE,ros,,2.521282911300659,0.0
 The queen has two brothers?,ROS,e1-Winter is Coming,season-01,Game-of-Thrones,1.4133795499801636,NEGATIVE,ros,,1.1079033613204956,-0.3333333333333333
 I hear they call him the Imp.,ROS,e1-Winter is Coming,season-01,Game-of-Thrones,2.2479097843170166,NEGATIVE,ros,,-1.140006422996521,-0.5
 Oh? I hear he’s more than earned it. I hear he’s a drunken little lecher into all manner of perversions.,ROS,e1-Winter is Coming,season-01,Game-of-Thrones,1.8009096384048462,NEGATIVE,ros,,-2.940916061401367,-0.6
" We’ve been expecting you, Lord Tyrion.",ROS,e1-Winter is Coming,season-01,Game-of-Thrones,2.645723581314087,POSITIVE,ros,,-0.2951924800872803,-0.3333333333333333
 M’lord.,ROS,e1-Winter is Coming,season-01,Game-of-Thrones,2.62398648262024,POSITIVE,ros,,2.32879400253296,-0.14285714285714285
 She was my sister. This is where she belongs.,NED,e1-Winter is Coming,season-01,Game-of-Thrones,3.975344896316528,POSITIVE,ned,,23.986699417233467,0.09090909090909091
" It’s done, Your Grace. The Targaryens are gone.",NED,e1-Winter is Coming,season-01,Game-of-Thrones,3.4435746669769287,NEGATIVE,ned,,20.54312475025654,0.058823529411764705
 The boy I beheaded. Did you know him?,NED,e1-Winter is Coming,season-01,Game-of-Thrones,3.1472723484039307,NEGATIVE,ned,,17.395852401852608,0.02857142857142857
 He was talking madness. Said the Walkers slaughtered his friends.,NED,e1-Winter is Coming,season-01,Game-of-Thrones,3.74528431892395,NEGATIVE,ned,,13.650568082928658,0.0
 A wildling ambush.,NED,e1-Winter is Coming,season-01,Game-of-Thrones,3.0277884006500244,NEGATIVE,ned,,10.622779682278633,-0.02702702702702703
 Winter is coming.,NED,e1-Winter is Coming,season-01,Game-of-Thrones,2.673603773117065,POSITIVE,ned,,13.296383455395699,0.0
 Your pardon.,NED,e1-Winter is Coming,season-01,Game-of-Thrones,0.991428017616272,POSITIVE,ned,,14.28781147301197,0.02564102564102564
" Yes, the king has honored me with his offer.",NED,e1-Winter is Coming,season-01,Game-of-Thrones,4.035731315612793,POSITIVE,ned,,18.323542788624763,0.05
 I don’t fight in tournaments.,NED,e1-Winter is Coming,season-01,Game-of-Thrones,1.9454426765441888,NEGATIVE,ned,,16.378100112080574,0.024390243902439025
" I don’t fight in tournaments because when I fight a man for real, I don’t want him to know what I can do.",NED,e1-Winter is Coming,season-01,Game-of-Thrones,3.922960996627808,NEGATIVE,ned,,12.455139115452766,0.0
" I’m a Northman. I belong here with you, not down south in that rat’s nest they call a capital.",NED,e1-Winter is Coming,season-01,Game-of-Thrones,2.6441309452056885,POSITIVE,ned,,15.099270060658455,0.023255813953488372
 The king takes what he wants. That’s why he’s king.,NED,e1-Winter is Coming,season-01,Game-of-Thrones,2.719226837158203,POSITIVE,ned,,17.818496897816658,0.045454545454545456
 How did he get so fat?,NED,e1-Winter is Coming,season-01,Game-of-Thrones,3.6820321083068848,NEGATIVE,ned,,14.136464789509773,0.022222222222222223
 Send him in.,NED,e1-Winter is Coming,season-01,Game-of-Thrones,2.322498321533203,POSITIVE,ned,,16.458963111042976,0.043478260869565216
" Pardon, my lord, my lady. A rider in the night from your sister.",LUWIN,e1-Winter is Coming,season-01,Game-of-Thrones,2.1184966564178467,POSITIVE,luwin,,-0.21125316619873047,0.0
 Stay.,NED,e1-Winter is Coming,season-01,Game-of-Thrones,3.156502246856689,POSITIVE,ned,,19.615465357899666,0.06382978723404255
 What news?,NED,e1-Winter is Coming,season-01,Game-of-Thrones,1.3369297981262207,NEGATIVE,ned,,18.278535559773445,0.041666666666666664
" She’s fresh widowed, Cat. She doesn’t know what she’s saying.",NED,e1-Winter is Coming,season-01,Game-of-Thrones,3.869226455688477,NEGATIVE,ned,,14.409309104084969,0.02040816326530612
" If this news is true, and the Lannisters conspire against the throne, who but you can protect the king?",LUWIN,e1-Winter is Coming,season-01,Game-of-Thrones,2.670583963394165,NEGATIVE,luwin,,-2.8818371295928955,-0.3333333333333333
" The king rode for a month to ask Lord Stark’s help. He’s the only one he trusts. You swore the king an oath, my lord.",LUWIN,e1-Winter is Coming,season-01,Game-of-Thrones,1.0727907419204712,NEGATIVE,luwin,,-3.9546278715133667,-0.5
 A different time. Different king.,LUWIN,e1-Winter is Coming,season-01,Game-of-Thrones,3.35709547996521,POSITIVE,luwin,,-0.5975323915481567,-0.2
" No, but I’m still better than you.",NED,e1-Winter is Coming,season-01,Game-of-Thrones,4.651777267456055,POSITIVE,ned,,19.061086371541023,0.04
 I hope I’ll serve you well.,NED,e1-Winter is Coming,season-01,Game-of-Thrones,4.24840259552002,POSITIVE,ned,,23.309488967061043,0.058823529411764705
"  Look at me. Look at me! Do you remember me now, boy, eh? Remember me? There's a bright boy. You'll be coming with me, boy, and you'll be keeping your mouth shut.",Yoren,e10-Fire and Blood,season-01,Game-of-Thrones,1.5225526094436646,POSITIVE,yoren,,1.5225526094436646,1.0
"  Keep your mouth shut, boy. (takes out a knife)",Yoren,e10-Fire and Blood,season-01,Game-of-Thrones,1.962173223495484,NEGATIVE,yoren,,-0.4396206140518195,0.0
  l'm not a boy!,Arya Stark,e10-Fire and Blood,season-01,Game-of-Thrones,1.9863455295562744,NEGATIVE,arya stark,,-1.9863455295562744,-1.0
"  You're not a smart boy, is that what you're trying to say? Do you want to live, boy?! (starts cutting Arya’s hair as the screams and shouts from the crowd are heard above) North, boy, we're going north.",Yoren,e10-Fire and Blood,season-01,Game-of-Thrones,3.801748991012573,NEGATIVE,yoren,,-4.241369605064392,-0.3333333333333333
"  lt had three eyes. lt told me to come with him, so l did. We went down into the crypts and my father was there.",Bran Stark,e10-Fire and Blood,season-01,Game-of-Thrones,0.3498990535736084,POSITIVE,bran stark,,0.3498990535736084,1.0
"  Your father's not down there, little lord. Not for many years yet.",Osha,e10-Fire and Blood,season-01,Game-of-Thrones,2.7181756496429443,NEGATIVE,osha,,-2.7181756496429443,-1.0
  You're afraid. Just like Hodor.,Bran Stark,e10-Fire and Blood,season-01,Game-of-Thrones,2.4234731197357178,NEGATIVE,bran stark,,-2.0735740661621094,0.0
  l'm not afraid of some hole in the ground.,Osha,e10-Fire and Blood,season-01,Game-of-Thrones,1.1450846195220947,POSITIVE,osha,,-1.5730910301208496,0.0
  You've lived beyond the Wall. What are you scared of? l'm a crippled boy and l'm willing to go.,Bran Stark,e10-Fire and Blood,season-01,Game-of-Thrones,1.847265720367432,POSITIVE,bran stark,,-0.2263083457946773,0.3333333333333333
"  That's my grandfather, Lord Rickard. He was burned alive by the Mad King, Aerys. That's Lyanna, my father's sister. King Robert was supposed to marry her, but Rhaegar Targaryen kidnapped her. Robert started a war to win her back. He killed Rhaegar, but she died anyway. That's where l saw Father.",Bran Stark,e10-Fire and Blood,season-01,Game-of-Thrones,1.841753602027893,NEGATIVE,bran stark,,-2.0680619478225704,0.0
  You see? He's not here.,Osha,e10-Fire and Blood,season-01,Game-of-Thrones,3.874009847640991,NEGATIVE,osha,,-5.447100877761841,-0.3333333333333333
"  Here, Shaggydog.",Rickon Stark,e10-Fire and Blood,season-01,Game-of-Thrones,1.1504392623901367,POSITIVE,rickon stark,,1.1504392623901367,1.0
  Rickon!,Bran Stark,e10-Fire and Blood,season-01,Game-of-Thrones,0.4720080494880676,POSITIVE,bran stark,,-1.5960538983345027,0.2
  That beast is supposed to be chained in the kennels!,Osha,e10-Fire and Blood,season-01,Game-of-Thrones,2.5247483253479004,NEGATIVE,osha,,-7.971849203109741,-0.5
  He doesn't like chains.,Rickon Stark,e10-Fire and Blood,season-01,Game-of-Thrones,2.677641153335572,NEGATIVE,rickon stark,,-1.5272018909454355,0.0
  What are you doing down here? Come back up with us.,Bran Stark,e10-Fire and Blood,season-01,Game-of-Thrones,0.8889854550361633,POSITIVE,bran stark,,-0.7070684432983394,0.3333333333333333
"  No, l came to see Father.",Rickon Stark,e10-Fire and Blood,season-01,Game-of-Thrones,2.1571946144104004,NEGATIVE,rickon stark,,-3.684396505355836,-0.3333333333333333
  How many times have l told you? He's in King's Landing with Sansa and Arya.,Bran Stark,e10-Fire and Blood,season-01,Game-of-Thrones,2.410332441329956,NEGATIVE,bran stark,,-3.1174008846282955,0.14285714285714285
  He was down here. l saw him.,Rickon Stark,e10-Fire and Blood,season-01,Game-of-Thrones,3.174774646759033,POSITIVE,rickon stark,,-0.5096218585968026,0.0
  Saw him when?,Bran Stark,e10-Fire and Blood,season-01,Game-of-Thrones,0.9894413352012634,NEGATIVE,bran stark,,-4.106842219829559,0.0
"  Last night, when l was sleeping. Here, Shaggydog.",Rickon Stark,e10-Fire and Blood,season-01,Game-of-Thrones,0.4999651908874511,POSITIVE,rickon stark,,-0.00965666770935153,0.2
"  You both miss him. lt's only natural he should be in your thoughts and dreams, but that doesn't mean that –",Osha,e10-Fire and Blood,season-01,Game-of-Thrones,1.5811659097671509,NEGATIVE,osha,,-9.553015112876892,-0.6
  Robb. Robb! You've ruined your sword.,Catelyn Stark,e10-Fire and Blood,season-01,Game-of-Thrones,4.484568119049072,NEGATIVE,catelyn stark,,-4.484568119049072,-1.0
  Shh! Shh! Shh!,Catelyn Stark,e10-Fire and Blood,season-01,Game-of-Thrones,2.241459608078003,NEGATIVE,catelyn stark,,-6.726027727127075,-1.0
  l'll kill them all. Every one of them. l will kill them all.,Robb Stark,e10-Fire and Blood,season-01,Game-of-Thrones,0.7444933652877808,NEGATIVE,robb stark,,-0.7444933652877808,-1.0
  My boy. They have your sisters. We have to get the girls back. And then we will kill them all.,Catelyn Stark,e10-Fire and Blood,season-01,Game-of-Thrones,2.281123638153076,NEGATIVE,catelyn stark,,-9.007151365280151,-1.0
  (singing),Marillion,e10-Fire and Blood,season-01,Game-of-Thrones,3.455174446105957,POSITIVE,marillion,,3.455174446105957,1.0
  Very amusing. lsn't it a funny song? Thank you for your rendition. l imagine it was even better received at that tavern.,Joffrey Baratheon,e10-Fire and Blood,season-01,Game-of-Thrones,2.449799060821533,POSITIVE,joffrey baratheon,,2.449799060821533,1.0
"  l'm so sorry, Your Grace. l'll never sing it again, l swear.",Marillion,e10-Fire and Blood,season-01,Game-of-Thrones,3.876421451568604,NEGATIVE,marillion,,-0.42124700546264693,0.0
  Your Grace?,Marillion,e10-Fire and Blood,season-01,Game-of-Thrones,3.1787478923797607,POSITIVE,marillion,,2.757500886917114,0.3333333333333333
"  Fingers or your tongue? lf you got to keep one, which would it be? Or l could just cut your throat.",Joffrey Baratheon,e10-Fire and Blood,season-01,Game-of-Thrones,3.880527257919312,NEGATIVE,joffrey baratheon,,-1.4307281970977788,0.0
"  Every man needs hands, Your Grace.",Marillion,e10-Fire and Blood,season-01,Game-of-Thrones,2.775199174880981,POSITIVE,marillion,,5.532700061798095,0.5
  Good. Tongue it is.,Joffrey Baratheon,e10-Fire and Blood,season-01,Game-of-Thrones,4.624012470245361,POSITIVE,joffrey baratheon,,3.1932842731475826,0.3333333333333333
"  Your Grace, please. l won't sing, Your Grace.",Marillion,e10-Fire and Blood,season-01,Game-of-Thrones,3.407203435897827,POSITIVE,marillion,,8.939903497695923,0.6
"  Ser llyn, who better than you to carry out the sentence?",Joffrey Baratheon,e10-Fire and Blood,season-01,Game-of-Thrones,1.994076371192932,NEGATIVE,joffrey baratheon,,1.1992079019546507,0.0
"  l beg you! Please, no. No!",Marillion,e10-Fire and Blood,season-01,Game-of-Thrones,2.9353301525115967,NEGATIVE,marillion,,6.004573345184326,0.3333333333333333
"  Your Grace, please. l beg you, l will never sing again! (screaming) No!",Marillion,e10-Fire and Blood,season-01,Game-of-Thrones,1.0658807754516602,NEGATIVE,marillion,,4.938692569732666,0.14285714285714285
"  l'm done for the day. l'll leave the rest of the matters to you, Mother.",Joffrey Baratheon,e10-Fire and Blood,season-01,Game-of-Thrones,1.568194031715393,POSITIVE,joffrey baratheon,,2.767401933670044,0.2
"  (screaming) Your Grace, please!",Marillion,e10-Fire and Blood,season-01,Game-of-Thrones,3.365565776824951,POSITIVE,marillion,,8.304258346557617,0.25
  You look quite nice.,Joffrey Baratheon,e10-Fire and Blood,season-01,Game-of-Thrones,4.615977764129639,POSITIVE,joffrey baratheon,,7.383379697799683,0.3333333333333333
"  Thank you, my lord.",Sansa Stark,e10-Fire and Blood,season-01,Game-of-Thrones,4.553537845611572,POSITIVE,sansa stark,,4.553537845611572,1.0
  Your Grace. l'm King now.,Joffrey Baratheon,e10-Fire and Blood,season-01,Game-of-Thrones,4.505026817321777,POSITIVE,joffrey baratheon,,11.88840651512146,0.42857142857142855
  (screaming) Stop! No!,Marillion,e10-Fire and Blood,season-01,Game-of-Thrones,3.639155626296997,NEGATIVE,marillion,,4.66510272026062,0.1111111111111111
  Walk with me. l want to show you something.,Joffrey Baratheon,e10-Fire and Blood,season-01,Game-of-Thrones,4.111076831817627,POSITIVE,joffrey baratheon,,15.999483346939087,0.5
"  Do as you're bid, child.",Sandor Clegane,e10-Fire and Blood,season-01,Game-of-Thrones,1.7899786233901978,POSITIVE,sandor clegane,,1.7899786233901978,1.0
"  And as soon as you've had your blood, l'll put a son in you. Mother says that shouldn't be long.",Joffrey Baratheon,e10-Fire and Blood,season-01,Game-of-Thrones,1.9675745964050293,POSITIVE,joffrey baratheon,,17.967057943344116,0.5555555555555556
"  No! Please, no!",Sansa Stark,e10-Fire and Blood,season-01,Game-of-Thrones,3.004218816757202,NEGATIVE,sansa stark,,1.5493190288543701,0.0
  (pointing at one of the heads) This one's your father. This one here. Look at it and see what happens to traitors.,Joffrey Baratheon,e10-Fire and Blood,season-01,Game-of-Thrones,2.0059335231781006,NEGATIVE,joffrey baratheon,,15.961124420166016,0.4
  You promised to be merciful.,Sansa Stark,e10-Fire and Blood,season-01,Game-of-Thrones,2.5800082683563232,POSITIVE,sansa stark,,4.129327297210693,0.3333333333333333
  l was. l gave him a clean death. Look at him.,Joffrey Baratheon,e10-Fire and Blood,season-01,Game-of-Thrones,2.248581647872925,POSITIVE,joffrey baratheon,,18.20970606803894,0.45454545454545453
"  Please let me go home. l won't do any treason, l swear –",Sansa Stark,e10-Fire and Blood,season-01,Game-of-Thrones,2.932276725769043,NEGATIVE,sansa stark,,1.1970505714416504,0.0
"  Mother says l'm still to marry you. So you'll stay here, and obey. Look at him!",Joffrey Baratheon,e10-Fire and Blood,season-01,Game-of-Thrones,3.627297878265381,POSITIVE,joffrey baratheon,,21.83700394630432,0.5
  Well?,Joffrey Baratheon,e10-Fire and Blood,season-01,Game-of-Thrones,0.2177741229534149,NEGATIVE,joffrey baratheon,,21.619229823350906,0.38461538461538464
  How long do l have to look?,Sansa Stark,e10-Fire and Blood,season-01,Game-of-Thrones,2.980703353881836,NEGATIVE,sansa stark,,-1.7836527824401855,-0.2
  As long as it pleases me. Do you want to see the rest?,Joffrey Baratheon,e10-Fire and Blood,season-01,Game-of-Thrones,3.565178155899048,POSITIVE,joffrey baratheon,,25.184407979249954,0.42857142857142855
  lf it please Your Grace.,Sansa Stark,e10-Fire and Blood,season-01,Game-of-Thrones,4.239336013793945,POSITIVE,sansa stark,,2.4556832313537598,0.0
"  That's your Septa there. (shot of the impaled head of a woman with the traditional Septa headscarf) l'll tell you what, l'm going to give you a present. After l raise my armies and kill your traitor brother, l'm going to give you his head as well.",Joffrey Baratheon,e10-Fire and Blood,season-01,Game-of-Thrones,3.066394090652466,POSITIVE,joffrey baratheon,,28.25080206990242,0.4666666666666667
"  Or maybe he'll give me yours. (looks defiantly at Joffrey, who cowers)",Sansa Stark,e10-Fire and Blood,season-01,Game-of-Thrones,0.3119668364524841,POSITIVE,sansa stark,,2.767650067806244,0.14285714285714285
"  My mother tells me a king should never strike his lady. Ser Meryn.Ser Meryn strikes Sansa repeatedly with the back of his (armoured) hand, leaving her lip bloodied. Sansa notices the stone bridge Joffrey is on leads to a street some feet below. She moves forward to lunge him from the edge, but she’s stopped by the Hound.",Joffrey Baratheon,e10-Fire and Blood,season-01,Game-of-Thrones,1.9749873876571653,NEGATIVE,joffrey baratheon,,26.275814682245255,0.375
"  Here, girl. (cleans her bloody lip with a rag)",Sandor Clegane,e10-Fire and Blood,season-01,Game-of-Thrones,2.0623714923858643,NEGATIVE,sandor clegane,,-0.2723928689956665,0.0
  Will you obey now? Or do you need another lesson? l'll look for you in court.,Joffrey Baratheon,e10-Fire and Blood,season-01,Game-of-Thrones,1.6699960231781006,POSITIVE,joffrey baratheon,,27.945810705423355,0.4117647058823529
"  Save yourself some pain, girl. Give him what he wants.",Sandor Clegane,e10-Fire and Blood,season-01,Game-of-Thrones,1.3317316770553589,NEGATIVE,sandor clegane,,-1.6041245460510254,-0.3333333333333333
  You'll be needing that again.,Sandor Clegane,e10-Fire and Blood,season-01,Game-of-Thrones,0.9660495519638062,POSITIVE,sandor clegane,,-0.6380749940872192,0.0
  Renly is not the king.,Robb Stark,e10-Fire and Blood,season-01,Game-of-Thrones,3.7710623741149902,NEGATIVE,robb stark,,-4.515555739402771,-1.0
"  You cannot mean to hold to Joffrey, my lord. He put your father to death.",Jonos Bracken,e10-Fire and Blood,season-01,Game-of-Thrones,3.2786173820495605,NEGATIVE,jonos bracken,,-3.2786173820495605,-1.0
"  That doesn't make Renly king. He's Robert's youngest brother. lf Bran can't be Lord of Winterfell before me, Renly can't be king before Stannis.",Robb Stark,e10-Fire and Blood,season-01,Game-of-Thrones,2.251105546951294,NEGATIVE,robb stark,,-6.766661286354065,-1.0
  Do you mean to declare us for Stannis?,Jonos Bracken,e10-Fire and Blood,season-01,Game-of-Thrones,2.006540536880493,NEGATIVE,jonos bracken,,-5.285157918930054,-1.0
  Renly is not right! lf we put ourselves behind Stannis…,Galbart Glover,e10-Fire and Blood,season-01,Game-of-Thrones,3.392927885055542,NEGATIVE,galbart glover,,-3.392927885055542,-1.0
  l'll have peace on those terms. They can keep their Red Castle and their iron chair too. (bows to Robb and extends him his sword) The King in the North!,Rickard Karstark,e10-Fire and Blood,season-01,Game-of-Thrones,3.3228375911712646,POSITIVE,rickard karstark,,3.3228375911712646,1.0
"  Am l your brother, now and always?",Theon Greyjoy,e10-Fire and Blood,season-01,Game-of-Thrones,1.3822154998779297,POSITIVE,theon greyjoy,,1.3822154998779297,1.0
  Now and always.,Robb Stark,e10-Fire and Blood,season-01,Game-of-Thrones,3.32616925239563,POSITIVE,robb stark,,-3.440492033958435,-0.5
"  (takes out his sword, bows to Robb) My sword is yours in victory and defeat, from this day until my last day.",Theon Greyjoy,e10-Fire and Blood,season-01,Game-of-Thrones,2.093066930770874,POSITIVE,theon greyjoy,,3.4752824306488037,1.0
  The King in the North!,Greatjon Umber,e10-Fire and Blood,season-01,Game-of-Thrones,2.969813108444214,POSITIVE,greatjon umber,,2.969813108444214,1.0
  Lady Stark.,Stark Guard,e10-Fire and Blood,season-01,Game-of-Thrones,0.6961348056793213,POSITIVE,stark guard,,0.6961348056793213,1.0
  l want to see him. Now! Leave us.,Catelyn Stark,e10-Fire and Blood,season-01,Game-of-Thrones,0.6821610927581787,POSITIVE,catelyn stark,,-8.324990272521973,-0.5
  Leave us. (the guards leave),Catelyn Stark,e10-Fire and Blood,season-01,Game-of-Thrones,3.183328151702881,NEGATIVE,catelyn stark,,-11.508318424224854,-0.6
