Text,Speaker,Episode,Season,Show,sentiment_score,sentiment_label,mapped,bracket
" White Walkers. I saw the White Walkers. White Walkers. The White Walkers, I saw them.",WILL (muttering),e1-Winter is Coming,season-01,Game-of-Thrones,0.7833280563354492,POSITIVE,will,muttering
" I know I broke my oath. And I know I’m a deserter. I should have gone back to the Wall and warned them. But I saw what I saw. I saw the White Walkers. People need to know. If you can get word to my family, tell them I’m no coward. Tell them I’m sorry.",WILL,e1-Winter is Coming,season-01,Game-of-Thrones,1.3144155740737915,POSITIVE,will,
" Forgive me, lord.",WILL (whispering),e1-Winter is Coming,season-01,Game-of-Thrones,1.170032620429993,NEGATIVE,will,whispering
 Don’t look away.,JON (to BRAN),e1-Winter is Coming,season-01,Game-of-Thrones,3.8335349559783936,POSITIVE,jon snow,to BRAN
 Father will know if you do.,JON,e1-Winter is Coming,season-01,Game-of-Thrones,3.3652706146240234,POSITIVE,jon snow,
 You did well.,JON,e1-Winter is Coming,season-01,Game-of-Thrones,4.546950340270996,POSITIVE,jon snow,
 Jon said he was a deserter.,BRAN,e1-Winter is Coming,season-01,Game-of-Thrones,3.4213128089904785,NEGATIVE,bran stark,
 Our way is the old way?,BRAN,e1-Winter is Coming,season-01,Game-of-Thrones,2.1611993312835693,NEGATIVE,bran stark,
 Is it true he saw the White Walkers?,BRAN,e1-Winter is Coming,season-01,Game-of-Thrones,1.1996606588363647,POSITIVE,bran stark,
 So he was lying?,BRAN,e1-Winter is Coming,season-01,Game-of-Thrones,2.6957271099090576,NEGATIVE,bran stark,
 What is it?,JON,e1-Winter is Coming,season-01,Game-of-Thrones,3.0245490074157715,NEGATIVE,jon snow,
 Mountain lion?,THEON,e1-Winter is Coming,season-01,Game-of-Thrones,2.108832359313965,NEGATIVE,theon greyjoy,
 It’s a freak.,THEON,e1-Winter is Coming,season-01,Game-of-Thrones,0.8203969597816467,POSITIVE,theon greyjoy,
 There are no direwolves south of the Wall.,ROBB,e1-Winter is Coming,season-01,Game-of-Thrones,1.489119529724121,NEGATIVE,robb stark,
 Now there are five.,JON,e1-Winter is Coming,season-01,Game-of-Thrones,3.0395963191986084,POSITIVE,jon snow,
 You want to hold it?,JON,e1-Winter is Coming,season-01,Game-of-Thrones,2.765050172805786,POSITIVE,jon snow,
 Where will they go? Their mother’s dead.,BRAN,e1-Winter is Coming,season-01,Game-of-Thrones,4.060621738433838,NEGATIVE,bran stark,
 Right. Give it here.,THEON,e1-Winter is Coming,season-01,Game-of-Thrones,4.263149261474609,POSITIVE,theon greyjoy,
 NO!,BRAN,e1-Winter is Coming,season-01,Game-of-Thrones,3.3754255771636963,NEGATIVE,bran stark,
 Put away your blade.,ROBB (disgustedly to THEON),e1-Winter is Coming,season-01,Game-of-Thrones,0.2170492112636566,NEGATIVE,robb stark,disgustedly to THEON
" I take orders from your father, not you.",THEON,e1-Winter is Coming,season-01,Game-of-Thrones,1.4863420724868774,NEGATIVE,theon greyjoy,
" Please, father!",BRAN,e1-Winter is Coming,season-01,Game-of-Thrones,3.470585584640503,POSITIVE,bran stark,
 Lord Stark? There are five pups. One for each of the Stark children. The direwolf is the sigil of your House. They were meant to have them.,JON,e1-Winter is Coming,season-01,Game-of-Thrones,1.6528205871582031,NEGATIVE,jon snow,
 What about you?,BRAN (to JON),e1-Winter is Coming,season-01,Game-of-Thrones,0.9732781052589417,NEGATIVE,bran stark,to JON
 I’m not a Stark. Get on.,JON,e1-Winter is Coming,season-01,Game-of-Thrones,3.43576455116272,NEGATIVE,jon snow,
 What is it?,ROBB,e1-Winter is Coming,season-01,Game-of-Thrones,3.0245490074157715,NEGATIVE,robb stark,
" The runt of the litter. That one’s yours, Snow.",THEON,e1-Winter is Coming,season-01,Game-of-Thrones,2.201218843460083,NEGATIVE,theon greyjoy,
" As your brother, I feel it’s my duty to warn you: You worry too much. It’s starting to show.",JAIME,e1-Winter is Coming,season-01,Game-of-Thrones,3.272022485733032,NEGATIVE,jaime lannister,
" And you never worry about anything. When we were seven, you jumped off the cliffs as Casterly Rock. One hundred foot drop into the water. And you were never afraid.",CERSEI,e1-Winter is Coming,season-01,Game-of-Thrones,3.697037935256958,POSITIVE,cersei lannister,
" There was nothing to be afraid of until you told father. [In a whisper, mimicking] We’re Lannisters. Lannisters don’t act like fools.",JAIME,e1-Winter is Coming,season-01,Game-of-Thrones,1.7953745126724243,POSITIVE,jaime lannister,
 What if Jon Arryn told someone?,CERSEI,e1-Winter is Coming,season-01,Game-of-Thrones,3.501983642578125,NEGATIVE,cersei lannister,
 But who would he tell?,JAIME,e1-Winter is Coming,season-01,Game-of-Thrones,3.636604070663452,NEGATIVE,jaime lannister,
 My husband.,CERSEI,e1-Winter is Coming,season-01,Game-of-Thrones,2.823971509933472,POSITIVE,cersei lannister,
" If he told the king, both our heads would be skewered on the city gates by now. Whatever Jon Arryn knew or didn’t know, it died with him. And Robert will choose a new Hand of the king, someone to do his job while he’s off fucking boars and hunting whores. Or is it the other way around? And life will go on.",JAIME,e1-Winter is Coming,season-01,Game-of-Thrones,2.6501314640045166,NEGATIVE,jaime lannister,
 You should be the Hand of the king.,CERSEI,e1-Winter is Coming,season-01,Game-of-Thrones,3.1027255058288574,POSITIVE,cersei lannister,
" That’s an honor I can do without. Their days are too long, their lives are too short.",JAIME,e1-Winter is Coming,season-01,Game-of-Thrones,3.5237205028533936,NEGATIVE,jaime lannister,
 All these years and I still feel like an outsider when I come here.,CATELYN,e1-Winter is Coming,season-01,Game-of-Thrones,1.232161283493042,POSITIVE,catelyn stark,
 I wonder if the old gods agree.,CATELYN,e1-Winter is Coming,season-01,Game-of-Thrones,1.8592748641967771,POSITIVE,catelyn stark,
" I am so sorry, my love.",CATELYN,e1-Winter is Coming,season-01,Game-of-Thrones,3.638277292251587,NEGATIVE,catelyn stark,
 There was a raven from Kings Landing. Jon Arryn is dead. A fever took him. I know he was like a father to you.,CATELYN,e1-Winter is Coming,season-01,Game-of-Thrones,0.5691093802452087,NEGATIVE,catelyn stark,
 They both have their health. Gods be good. [pause] The raven brought more news. The king rides for Winterfell. With the queen and all the rest of them.,CATELYN,e1-Winter is Coming,season-01,Game-of-Thrones,2.2471091747283936,POSITIVE,catelyn stark,
" You can always say no, Ned.",CATELYN,e1-Winter is Coming,season-01,Game-of-Thrones,1.7645645141601562,NEGATIVE,catelyn stark,
 We need plenty of candles for Lord Tyrion’s chamber. I’m told he reads all night.,CATELYN,e1-Winter is Coming,season-01,Game-of-Thrones,0.6672029495239258,POSITIVE,catelyn stark,
 How much could he possibly drink? A man of his … stature.,CATELYN,e1-Winter is Coming,season-01,Game-of-Thrones,0.2394613921642303,POSITIVE,catelyn stark,
 We’ve brought up eight barrels of ale from the cellar. Perhaps we’ll find out.,LUWIN,e1-Winter is Coming,season-01,Game-of-Thrones,2.329749822616577,NEGATIVE,luwin,
" In any case, candles.",CATELYN,e1-Winter is Coming,season-01,Game-of-Thrones,2.3460853099823,POSITIVE,catelyn stark,
 Why’s your mother so dead-set on us getting pretty for the king?,JON,e1-Winter is Coming,season-01,Game-of-Thrones,3.494372606277466,NEGATIVE,jon snow,
" It’s for the queen, I bet. I hear she’s [sleek as a mink?]",THEON,e1-Winter is Coming,season-01,Game-of-Thrones,2.461888313293457,POSITIVE,theon greyjoy,
 I hear the prince is a right royal prick.,ROBB,e1-Winter is Coming,season-01,Game-of-Thrones,2.3544132709503174,POSITIVE,robb stark,
 Think of all those southern girls he gets to stab with his right royal prick.,THEON,e1-Winter is Coming,season-01,Game-of-Thrones,2.6781790256500244,NEGATIVE,theon greyjoy,
" Go on, Tommy, shave him good. He’s never met a girl he likes better than his own hair.",ROBB,e1-Winter is Coming,season-01,Game-of-Thrones,2.9801926612854004,POSITIVE,robb stark,
" Gods, but they grow fast. [Seeing BRAN on the wall] Brandon!",CATELYN,e1-Winter is Coming,season-01,Game-of-Thrones,2.6768527030944824,POSITIVE,catelyn stark,
 I saw the king! He’s got hundreds of people!,BRAN,e1-Winter is Coming,season-01,Game-of-Thrones,4.040683746337891,POSITIVE,bran stark,
 How many times have I told you: No climbing!,CATELYN,e1-Winter is Coming,season-01,Game-of-Thrones,3.1960036754608154,NEGATIVE,catelyn stark,
 But he’s coming right now! Down our road!,BRAN,e1-Winter is Coming,season-01,Game-of-Thrones,2.1011674404144287,POSITIVE,bran stark,
 I want you to promise me: No more climbing.,CATELYN,e1-Winter is Coming,season-01,Game-of-Thrones,1.0939995050430298,NEGATIVE,catelyn stark,
 I promise.,BRAN (looking down),e1-Winter is Coming,season-01,Game-of-Thrones,4.485586166381836,POSITIVE,bran stark,looking down
 D’you know what?,CATELYN,e1-Winter is Coming,season-01,Game-of-Thrones,1.39551043510437,NEGATIVE,catelyn stark,
 What?,BRAN,e1-Winter is Coming,season-01,Game-of-Thrones,2.787653684616089,NEGATIVE,bran stark,
 You always look at your feet before you lie. Run and find your father. Tell him the king is close.,CATELYN,e1-Winter is Coming,season-01,Game-of-Thrones,3.2568039894104004,POSITIVE,catelyn stark,
" Where’s Arya? Sansa, where’s your sister?",CATELYN,e1-Winter is Coming,season-01,Game-of-Thrones,3.083854913711548,NEGATIVE,catelyn stark,
 Move!,ARYA (pushing BRAN),e1-Winter is Coming,season-01,Game-of-Thrones,4.409157752990723,POSITIVE,arya stark,pushing BRAN
 You’ve got fat.,ROBERT,e1-Winter is Coming,season-01,Game-of-Thrones,2.598299741744995,NEGATIVE,robert baratheon,
 Cat!,ROBERT,e1-Winter is Coming,season-01,Game-of-Thrones,3.277362585067749,POSITIVE,robert baratheon,
 Your Grace.,CATELYN,e1-Winter is Coming,season-01,Game-of-Thrones,4.572968482971191,POSITIVE,catelyn stark,
 Nine years. Why haven’t I seen you? Where the hell have you been?,ROBERT,e1-Winter is Coming,season-01,Game-of-Thrones,3.220850706100464,NEGATIVE,robert baratheon,
 Where’s the Imp?,ARYA,e1-Winter is Coming,season-01,Game-of-Thrones,3.085188627243042,NEGATIVE,arya stark,
 Will you shut up?,SANSA,e1-Winter is Coming,season-01,Game-of-Thrones,3.8317694664001465,NEGATIVE,sansa stark,
" Who have we here? You must be Robb. (To Sansa) My, you’re a pretty one. (To Arya) Your name is?",ROBERT,e1-Winter is Coming,season-01,Game-of-Thrones,2.376930952072144,POSITIVE,robert baratheon,
 Arya.,ARYA,e1-Winter is Coming,season-01,Game-of-Thrones,0.2655673027038574,NEGATIVE,arya stark,
 That’s Jaime Lannister. The queen’s twin brother.,ARYA,e1-Winter is Coming,season-01,Game-of-Thrones,2.1799538135528564,POSITIVE,arya stark,
 Would you please shut up.,SANSA,e1-Winter is Coming,season-01,Game-of-Thrones,3.703840494155884,NEGATIVE,sansa stark,
 My queen.,CATELYN,e1-Winter is Coming,season-01,Game-of-Thrones,2.9471116065979004,POSITIVE,catelyn stark,
 Take me to your crypt. I want to pay my respects.,ROBERT,e1-Winter is Coming,season-01,Game-of-Thrones,3.743324041366577,POSITIVE,robert baratheon,
" We’ve been riding for a month, my love. Surely the dead can wait.",CERSEI,e1-Winter is Coming,season-01,Game-of-Thrones,2.7956714630126958,NEGATIVE,cersei lannister,
 Ned.,ROBERT,e1-Winter is Coming,season-01,Game-of-Thrones,1.5736336708068848,POSITIVE,robert baratheon,
 Where’s the Imp?,ARYA,e1-Winter is Coming,season-01,Game-of-Thrones,3.085188627243042,NEGATIVE,arya stark,
 Where is our brother? Go find the little beast.,CERSEI,e1-Winter is Coming,season-01,Game-of-Thrones,0.7252396941184998,NEGATIVE,cersei lannister,
" One minute he was fine, and then … Burned right through him, whatever it was. I loved that man.",ROBERT,e1-Winter is Coming,season-01,Game-of-Thrones,3.7829437255859375,POSITIVE,robert baratheon,
" He never had to teach you much, but me … You remember me at 16? All I wanted to do was crack skulls and fuck girls. He showed me what was what.",ROBERT,e1-Winter is Coming,season-01,Game-of-Thrones,1.8619282245635984,POSITIVE,robert baratheon,
" Don’t look at me like that. Not his fault I didn’t listen. (They laugh. ROBERT sighs.) I need you, Ned. Down at Kings Landing. Not up here, where you’re no damn use to anybody. Lord Eddard Stark, I would name you the Hand of the king.",ROBERT,e1-Winter is Coming,season-01,Game-of-Thrones,0.6399384140968323,NEGATIVE,robert baratheon,
" I’m not trying to honor you. I’m trying to get you to run my kingdom while I eat, drink, and whore my way to an early grave. Damn it, Ned, stand up. You helped me win the Iron Throne, now help me keep the damn thing. We were meant to rule together. If your sister had lived, we would have been bound by blood. Well, it’s not too late. I have a son, you have a daughter. We’ll join our Houses.",ROBERT,e1-Winter is Coming,season-01,Game-of-Thrones,2.2964770793914795,POSITIVE,robert baratheon,
 Mmh. It is true what they say about the Northern girls.,TYRION,e1-Winter is Coming,season-01,Game-of-Thrones,4.153500556945801,POSITIVE,tyrion lannister,
 Did you hear the king’s in Winterfell?,ROS,e1-Winter is Coming,season-01,Game-of-Thrones,1.618251085281372,NEGATIVE,ros,
 I did hear something about that.,TYRION,e1-Winter is Coming,season-01,Game-of-Thrones,3.050588130950928,POSITIVE,tyrion lannister,
 And the queen. And her twin brother. They say that he is the most handsome man in the Seven Kingdoms.,ROS,e1-Winter is Coming,season-01,Game-of-Thrones,4.139533996582031,POSITIVE,ros,
 And the other brother?,TYRION,e1-Winter is Coming,season-01,Game-of-Thrones,1.4918948411941528,NEGATIVE,tyrion lannister,
 The queen has two brothers?,ROS,e1-Winter is Coming,season-01,Game-of-Thrones,1.4133795499801636,NEGATIVE,ros,
 There’s the pretty one. And there’s the clever one.,TYRION,e1-Winter is Coming,season-01,Game-of-Thrones,4.435381889343262,POSITIVE,tyrion lannister,
 I hear they call him the Imp.,ROS,e1-Winter is Coming,season-01,Game-of-Thrones,2.2479097843170166,NEGATIVE,ros,
 I hear he hates that nickname.,TYRION,e1-Winter is Coming,season-01,Game-of-Thrones,4.027625560760498,NEGATIVE,tyrion lannister,
 Oh? I hear he’s more than earned it. I hear he’s a drunken little lecher into all manner of perversions.,ROS,e1-Winter is Coming,season-01,Game-of-Thrones,1.8009096384048462,NEGATIVE,ros,
 Clever girl.,TYRION,e1-Winter is Coming,season-01,Game-of-Thrones,4.621602535247803,POSITIVE,tyrion lannister,
" We’ve been expecting you, Lord Tyrion.",ROS,e1-Winter is Coming,season-01,Game-of-Thrones,2.645723581314087,POSITIVE,ros,
 Have you?,TYRION,e1-Winter is Coming,season-01,Game-of-Thrones,2.3654463291168213,POSITIVE,tyrion lannister,
 The gods gave me one blessing.,TYRION,e1-Winter is Coming,season-01,Game-of-Thrones,4.143529891967773,POSITIVE,tyrion lannister,
 Don’t get up.,JAIME,e1-Winter is Coming,season-01,Game-of-Thrones,3.3754711151123047,NEGATIVE,jaime lannister,
 M’lord.,ROS,e1-Winter is Coming,season-01,Game-of-Thrones,2.6239864826202397,POSITIVE,ros,
" Should I explain to you the meaning of a closed door in a whorehouse, brother?",TYRION,e1-Winter is Coming,season-01,Game-of-Thrones,3.443733930587769,NEGATIVE,tyrion lannister,
" You’ve much to teach me, no doubt. But our sister craves your attention.",JAIME,e1-Winter is Coming,season-01,Game-of-Thrones,2.7275986671447754,NEGATIVE,jaime lannister,
" She has odd cravings, our sister.",TYRION,e1-Winter is Coming,season-01,Game-of-Thrones,0.4678074419498443,NEGATIVE,tyrion lannister,
" A family trait. Now, the Starks are feasting us at sundown. Don’t leave me alone with these people.",JAIME,e1-Winter is Coming,season-01,Game-of-Thrones,2.6675961017608643,POSITIVE,jaime lannister,
" I’m sorry, I’ve begun the feast a bit early. And this is the first of many courses.",TYRION,e1-Winter is Coming,season-01,Game-of-Thrones,1.964065790176392,NEGATIVE,tyrion lannister,
" I thought you might say that. But since we’re short on time, (he opens the door; a bevy of whores enter and descend on TYRION) Come on, girls. See you at sundown.",JAIME,e1-Winter is Coming,season-01,Game-of-Thrones,2.850822687149048,POSITIVE,jaime lannister,
 Close the door!,TYRION,e1-Winter is Coming,season-01,Game-of-Thrones,1.1327332258224487,NEGATIVE,tyrion lannister,
 Did you have to bury her in a place like this? She should be on a hill somewhere with the sun and the clouds above her.,ROBERT,e1-Winter is Coming,season-01,Game-of-Thrones,2.40732216835022,NEGATIVE,robert baratheon,
 She belonged with me.,ROBERT,e1-Winter is Coming,season-01,Game-of-Thrones,3.739303350448608,POSITIVE,robert baratheon,
" In my dreams, I kill him every night.",ROBERT,e1-Winter is Coming,season-01,Game-of-Thrones,2.451080083847046,NEGATIVE,robert baratheon,
 Not all of them.,ROBERT,e1-Winter is Coming,season-01,Game-of-Thrones,3.713167190551758,NEGATIVE,robert baratheon,
 Daenerys!,VISERYS (off camera),e1-Winter is Coming,season-01,Game-of-Thrones,3.158883810043335,POSITIVE,viserys targaryen,off camera
 Daenerys! There’s our bride to be! Look – a gift from Illyrio. Touch it. Come on. Feel the fabric. Mmmm. Isn’t he a gracious host?,VISERYS,e1-Winter is Coming,season-01,Game-of-Thrones,2.940871000289917,POSITIVE,viserys targaryen,
 We’ve been his guests for over a year and he’s never asked us for anything.,DAENERYS,e1-Winter is Coming,season-01,Game-of-Thrones,2.214059829711914,POSITIVE,daenerys targaryen,
" Illyrio is no fool. He knows I won’t forget my friends when I come into my throne. You still slouch. Let me see. (He pulls off her gown.) You have a woman’s body now. (She endures it as he strokes her breast.) I need you to be perfect today. Can you do that for me? You don’t want to wake the dragon, do you?",VISERYS,e1-Winter is Coming,season-01,Game-of-Thrones,2.147347211837769,POSITIVE,viserys targaryen,
 No.,DAENERYS,e1-Winter is Coming,season-01,Game-of-Thrones,3.2377028465271,NEGATIVE,daenerys targaryen,
" When they write the history of my reign, sweet sister, they will say it began today.",VISERYS,e1-Winter is Coming,season-01,Game-of-Thrones,3.442662477493286,POSITIVE,viserys targaryen,
 Where is he?,VISERYS,e1-Winter is Coming,season-01,Game-of-Thrones,2.989021062850952,NEGATIVE,viserys targaryen,
 The Dothraki are not known for their punctuality.,ILLYRIO,e1-Winter is Coming,season-01,Game-of-Thrones,2.80312180519104,NEGATIVE,illyrio mopatis,
" (Greets them in Dothraki.) May I present my honored guests? Viserys of House Targaryen, the third of his name. The rightful King of the Andals and the First Men. And his sister, Daenerys, of the House Targaryen.",ILLYRIO,e1-Winter is Coming,season-01,Game-of-Thrones,2.930267572402954,POSITIVE,illyrio mopatis,
" Come forward, my dear.",ILLYRIO,e1-Winter is Coming,season-01,Game-of-Thrones,3.685903787612915,POSITIVE,illyrio mopatis,
 Where’s he going?,VISERYS,e1-Winter is Coming,season-01,Game-of-Thrones,2.436487436294556,NEGATIVE,viserys targaryen,
 The ceremony is over.,ILLYRIO,e1-Winter is Coming,season-01,Game-of-Thrones,3.866460084915161,NEGATIVE,illyrio mopatis,
 But he didn’t say anything. Did he like her?,VISERYS,e1-Winter is Coming,season-01,Game-of-Thrones,3.1025707721710205,NEGATIVE,viserys targaryen,
" Trust me, Your Grace. If he didn’t like her, we’d know.",ILLYRIO,e1-Winter is Coming,season-01,Game-of-Thrones,3.0971291065216064,POSITIVE,illyrio mopatis,
 It won’t be long now. Soon you will cross the Narrow Sea and take back your father’s throne. The people drink secret toasts to your health. They cry out for their true king.,ILLYRIO,e1-Winter is Coming,season-01,Game-of-Thrones,2.1110877990722656,POSITIVE,illyrio mopatis,
 When will they be married?,VISERYS,e1-Winter is Coming,season-01,Game-of-Thrones,2.066910982131958,NEGATIVE,viserys targaryen,
 Soon. The Dothraki never stay still for long.,ILLYRIO,e1-Winter is Coming,season-01,Game-of-Thrones,2.9108777046203613,NEGATIVE,illyrio mopatis,
 Is it true they lie with their horses?,VISERYS,e1-Winter is Coming,season-01,Game-of-Thrones,1.482904314994812,NEGATIVE,viserys targaryen,
 I wouldn’t ask Khal Drogo.,ILLYRIO,e1-Winter is Coming,season-01,Game-of-Thrones,1.634769082069397,NEGATIVE,illyrio mopatis,
 Do you take me for a fool?,VISERYS,e1-Winter is Coming,season-01,Game-of-Thrones,3.1863036155700684,NEGATIVE,viserys targaryen,
 I take you for a king. Kings lack the caution of common men. My apologies if I’ve given offense.,ILLYRIO,e1-Winter is Coming,season-01,Game-of-Thrones,3.8519790172576895,NEGATIVE,illyrio mopatis,
 I know how to play a man like Drogo. I give him a queen and he gives me an army.,VISERYS,e1-Winter is Coming,season-01,Game-of-Thrones,2.851520299911499,POSITIVE,viserys targaryen,
" So do I. I want us both to go home. But they took it from us. So tell me, sweet sister, how do we go home?",VISERYS,e1-Winter is Coming,season-01,Game-of-Thrones,0.1371312886476516,NEGATIVE,viserys targaryen,
 I don’t know.,DAENERYS,e1-Winter is Coming,season-01,Game-of-Thrones,3.298265218734741,NEGATIVE,daenerys targaryen,
" We go home with an army. With Khal Drogo’s army. I would let his whole tribe fuck you, all 40,000 men and their horses too, if that’s what it took.",VISERYS,e1-Winter is Coming,season-01,Game-of-Thrones,2.782639265060425,NEGATIVE,viserys targaryen,
 Do you think Joffrey will like me? What if he thinks I’m ugly?,SANSA,e1-Winter is Coming,season-01,Game-of-Thrones,3.700460195541382,NEGATIVE,sansa stark,
 Then he is the stupidest prince that ever lived.,CATELYN,e1-Winter is Coming,season-01,Game-of-Thrones,4.128270149230957,NEGATIVE,catelyn stark,
 He’s so handsome.,SANSA,e1-Winter is Coming,season-01,Game-of-Thrones,4.511663436889648,POSITIVE,sansa stark,
 When would we be married? Soon or do we have to wait?,SANSA,e1-Winter is Coming,season-01,Game-of-Thrones,3.438965082168579,NEGATIVE,sansa stark,
 Hush now. Your father hasn’t even said yes.,CATELYN,e1-Winter is Coming,season-01,Game-of-Thrones,3.4228920936584477,NEGATIVE,catelyn stark,
 Why would he say no? He’d be the second most powerful man in the kingdoms.,SANSA,e1-Winter is Coming,season-01,Game-of-Thrones,2.6135098934173584,POSITIVE,sansa stark,
 He’d have to leave home. He’d have to leave me. And so would you.,CATELYN,e1-Winter is Coming,season-01,Game-of-Thrones,2.0346367359161377,NEGATIVE,catelyn stark,
 You left your home to come here. And I’d be queen someday. Please make father say yes.,SANSA,e1-Winter is Coming,season-01,Game-of-Thrones,4.070666313171387,POSITIVE,sansa stark,
 Sansa…,CATELYN,e1-Winter is Coming,season-01,Game-of-Thrones,3.405958414077759,NEGATIVE,catelyn stark,
" Please, please. It’s the only thing I ever wanted.",SANSA,e1-Winter is Coming,season-01,Game-of-Thrones,2.0438215732574463,NEGATIVE,sansa stark,
 Is he dead yet?,BENJEN,e1-Winter is Coming,season-01,Game-of-Thrones,3.2710907459259038,NEGATIVE,benjen stark,
 Uncle Benjen!,JON,e1-Winter is Coming,season-01,Game-of-Thrones,3.753364324569702,POSITIVE,jon snow,
 You got bigger. I rode all day. Didn’t want to leave you alone with the Lannisters. Why aren’t you at the feast?,BENJEN,e1-Winter is Coming,season-01,Game-of-Thrones,1.2672476768493652,POSITIVE,benjen stark,
 Lady Stark thought it might insult the royal family to seat a bastard in their midst.,JON,e1-Winter is Coming,season-01,Game-of-Thrones,3.2901546955108643,NEGATIVE,jon snow,
" Well, you’re always welcome on the wall. No bastard was ever refused a seat there.",BENJEN,e1-Winter is Coming,season-01,Game-of-Thrones,4.370150566101074,POSITIVE,benjen stark,
 So take me with you when you go back.,JON,e1-Winter is Coming,season-01,Game-of-Thrones,3.403564929962158,POSITIVE,jon snow,
 Jon…,BENJEN,e1-Winter is Coming,season-01,Game-of-Thrones,1.9851927757263184,POSITIVE,benjen stark,
" Father will let me if you ask him, I know he will.",JON,e1-Winter is Coming,season-01,Game-of-Thrones,2.552706003189087,POSITIVE,jon snow,
 The Wall isn’t going anywhere.,BENJEN,e1-Winter is Coming,season-01,Game-of-Thrones,4.691670894622803,NEGATIVE,benjen stark,
 I’m ready to swear your oath.,JON,e1-Winter is Coming,season-01,Game-of-Thrones,1.496818780899048,POSITIVE,jon snow,
 You don’t understand what you’d be giving up. We have no families. None of us will ever father sons.,BENJEN,e1-Winter is Coming,season-01,Game-of-Thrones,3.664866209030152,NEGATIVE,benjen stark,
 I don’t care about that.,JON,e1-Winter is Coming,season-01,Game-of-Thrones,4.440735340118408,NEGATIVE,jon snow,
" You might, if you knew what it meant. … I’d better get inside. Rescue your father from his guests. We’ll talk later.",BENJEN,e1-Winter is Coming,season-01,Game-of-Thrones,0.7365369200706482,NEGATIVE,benjen stark,
 Your uncle’s in the Night’s Watch.,TYRION,e1-Winter is Coming,season-01,Game-of-Thrones,1.8446468114852903,NEGATIVE,tyrion lannister,
 What’re you doing back there?,JON,e1-Winter is Coming,season-01,Game-of-Thrones,1.553358793258667,NEGATIVE,jon snow,
 Preparing for a night with your family. I’ve always wanted to see the Wall.,TYRION (drinking),e1-Winter is Coming,season-01,Game-of-Thrones,3.693398714065552,POSITIVE,tyrion lannister,drinking
 You’re Tyrion Lannister. The queen’s brother?,JON,e1-Winter is Coming,season-01,Game-of-Thrones,2.022620916366577,POSITIVE,jon snow,
" My greatest accomplishment. You – you’re Ned Stark’s bastard, aren’t you?",TYRION,e1-Winter is Coming,season-01,Game-of-Thrones,3.3220174312591557,POSITIVE,tyrion lannister,
" Did I offend you? Sorry. You are the bastard, though.",TYRION,e1-Winter is Coming,season-01,Game-of-Thrones,3.784531831741333,NEGATIVE,tyrion lannister,
 Lord Eddard Stark is my father.,JON,e1-Winter is Coming,season-01,Game-of-Thrones,2.5553719997406006,POSITIVE,jon snow,
